median,min,max,overlap,idx
33,30,51,0.000230000000000063,106
33,30,43,0,106
33,30,53,0.00136000000000003,106
33,30,48,7.00000000000145e-05,106
33,30,47,9.9999999999989e-05,106
33,30,43,0,106
33,30,47,5.9999999999949e-05,106
33,30,50,0.000750000000000028,106
33,30,47,0.000219999999999998,106
33,31,52,0.000499999999999945,106
33,30,46,9.99999999995449e-06,106
33,30,47,9.00000000000345e-05,106
33,30,51,0.000290000000000012,106
32,30,51,0.000199999999999978,106
33,31,55,0.00184000000000006,106
33,30,47,0.000190000000000023,106
33,30,49,0.00107000000000002,106
33,30,48,4.000000000004e-05,106
33,30,50,6.000000000006e-05,106
33,31,44,3.9999999999929e-05,106
33,30,43,0,106
33,30,46,7.9999999999969e-05,106
33,30,49,0.000670000000000059,106
33,30,48,7.9999999999969e-05,106
32,30,49,0.000569999999999959,106
33,30,55,0.00112999999999996,106
33,30,60,0.000700000000000034,106
33,30,49,0.000140000000000029,106
33,30,46,0.000149999999999983,106
33,30,49,9.99999999995449e-06,106
33,30,50,0.000329999999999941,106
33,30,44,2.000000000002e-05,106
33,30,55,0.000430000000000041,106
33,31,44,4.000000000004e-05,106
33,30,50,0.000269999999999992,106
33,30,49,0.000379999999999936,106
32,30,49,0.000210000000000043,106
33,30,43,0,106
33,30,50,0.000369999999999981,106
33,30,42,0,106
33,30,46,2.99999999999745e-05,106
33,30,52,0.00046999999999997,106
33,30,47,9.9999999999989e-05,106
33,30,55,0.000480000000000036,106
32,30,51,9.9999999999989e-05,106
32,30,44,9.99999999995449e-06,106
33,30,49,0.000840000000000063,106
32,30,48,0.000110000000000054,106
33,30,52,0.000630000000000019,106
33,30,48,2.000000000002e-05,106
33,30,49,0.000369999999999981,106
33,30,47,0.000120000000000009,106
33,30,51,0.00105,106
33,30,46,4.000000000004e-05,106
33,30,46,0.000199999999999978,106
33,30,49,0.000360000000000027,106
33,30,48,7.9999999999969e-05,106
33,30,52,9.9999999999989e-05,106
33,30,53,0.000650000000000039,106
33,30,47,7.00000000000145e-05,106
33,30,47,9.9999999999989e-05,106
33,31,52,0.00148000000000004,106
33,30,50,0.000519999999999965,106
33,31,46,4.000000000004e-05,106
33,30,46,2.99999999999745e-05,106
33,31,53,0.00126999999999999,106
32,30,47,4.99999999999945e-05,106
33,30,48,0.000140000000000029,106
33,30,42,0,106
33,30,52,0.000669999999999948,106
33,30,50,0.000719999999999943,106
33,30,47,2.000000000002e-05,106
33,30,50,0.00048999999999999,106
33,30,55,0.000730000000000008,106
33,30,52,0.000759999999999983,106
33,30,50,0.000410000000000021,106
33,30,49,9.99999999995449e-06,106
32,30,45,4.99999999999945e-05,106
33,30,47,2.99999999999745e-05,106
33,30,47,7.9999999999969e-05,106
33,30,55,0.00165000000000004,106
33,30,49,2.99999999999745e-05,106
33,31,49,0.000190000000000023,106
33,30,48,4.000000000004e-05,106
33,30,49,0.000569999999999959,106
32,30,45,2.000000000002e-05,106
33,30,46,7.00000000000145e-05,106
32,30,56,0.00595000000000001,106
32,30,51,0.000340000000000007,106
33,30,52,0.000800000000000023,106
33,30,52,0.000170000000000003,106
33,30,49,0.000560000000000005,106
33,30,59,0.00106000000000006,106
33,30,48,9.9999999999989e-05,106
33,30,50,0.000129999999999963,106
33,30,48,0.000120000000000009,106
33,30,49,0.000299999999999967,106
33,30,47,4.99999999999945e-05,106
33,30,49,0.000330000000000052,106
33,30,47,2.000000000002e-05,106
33,30,49,0.000399999999999956,106
33,30,51,0.000190000000000023,106
33,30,51,4.000000000004e-05,106
33,30,44,4.000000000004e-05,106
32,30,55,0.00124000000000002,106
33,31,46,5.9999999999949e-05,106
32,30,47,0.000129999999999963,106
32,30,50,0.000279999999999947,106
33,30,53,0.00048999999999999,106
33,30,45,2.99999999999745e-05,106
33,30,45,4.000000000004e-05,106
33,30,48,0.00053000000000003,106
33,30,45,4.000000000004e-05,106
33,30,51,0.000279999999999947,106
33,30,53,0.000450000000000061,106
33,30,50,0.000149999999999983,106
33,31,49,0.000410000000000021,106
33,30,45,7.00000000000145e-05,106
33,30,44,2.99999999999745e-05,106
33,30,44,2.99999999999745e-05,106
33,31,48,0.000410000000000021,106
33,30,52,0.00139,106
33,31,44,2.99999999999745e-05,106
33,30,41,0,106
32,30,50,0.000720000000000054,106
33,30,47,9.00000000000345e-05,106
33,30,48,0.000129999999999963,106
33,30,50,5.9999999999949e-05,106
33,31,54,0.000210000000000043,106
32,30,50,0.000979999999999981,106
32,30,50,0.000959999999999961,106
32,30,47,0.000110000000000054,106
33,30,52,0.000419999999999976,106
33,30,52,0.000149999999999983,106
33,30,49,0.000249999999999972,106
33,30,54,0.00051000000000001,106
33,30,46,9.9999999999989e-05,106
33,30,49,9.00000000000345e-05,106
33,30,46,2.99999999999745e-05,106
33,30,47,0.000180000000000069,106
33,30,49,0.000149999999999983,106
33,30,47,0.000159999999999938,106
32,31,50,0.000140000000000029,106
33,30,50,0.000890000000000057,106
33,30,50,0.000149999999999983,106
33,30,51,0.000549999999999939,106
33,30,53,0.000560000000000005,106
33,31,51,0.000240000000000018,106
33,30,50,0.000280000000000058,106
33,30,47,9.00000000000345e-05,106
32,30,52,0.00046999999999997,106
33,30,49,0.000149999999999983,106
33,30,50,0.000360000000000027,106
33,30,43,0,106
32,30,51,7.9999999999969e-05,106
33,30,44,9.99999999995449e-06,106
33,30,50,0.00046999999999997,106
33,30,50,0.000900000000000012,106
32,30,45,7.00000000000145e-05,106
33,30,52,0.00153000000000003,106
32,30,49,4.99999999999945e-05,106
33,30,53,0.00255000000000005,106
33,30,46,0.000219999999999998,106
33,30,52,0.000829999999999997,106
33,30,57,0.000260000000000038,106
33,30,51,0.000140000000000029,106
32,30,51,0.000820000000000043,106
33,30,48,0.000430000000000041,106
33,30,43,0,106
33,30,45,4.99999999999945e-05,106
33,30,48,0.000249999999999972,106
33,30,48,7.00000000000145e-05,106
33,30,46,0.000170000000000003,106
33,30,51,0.000680000000000014,106
33,30,46,0.000299999999999967,106
32,30,46,0.000160000000000049,106
33,30,45,5.9999999999949e-05,106
33,30,45,4.99999999999945e-05,106
32,30,45,4.000000000004e-05,106
33,30,54,0.000759999999999983,106
32,30,55,0.000280000000000058,106
33,30,47,0.000190000000000023,106
32,30,50,0.000839999999999952,106
33,31,47,0.000420000000000087,106
33,30,49,0.000199999999999978,106
33,30,48,9.9999999999989e-05,106
33,30,50,0.000170000000000003,106
33,30,50,0.000199999999999978,106
33,30,46,0.000129999999999963,106
32,30,47,9.00000000000345e-05,106
33,30,56,0.00395000000000001,106
33,31,47,0.000120000000000009,106
33,30,50,0.000330000000000052,106
33,30,50,0.000650000000000039,106
32,30,48,9.9999999999989e-05,106
33,30,52,0.000800000000000023,106
32,30,48,4.000000000004e-05,106
33,31,47,0.000190000000000023,106
33,30,52,0.000249999999999972,106
33,30,46,9.00000000000345e-05,106
33,31,46,0.000110000000000054,106
33,30,43,0,106
33,30,48,0.000180000000000069,106
32,30,46,1.00000000000655e-05,106
33,30,59,0.00387999999999999,106
33,30,50,0.000219999999999998,106
33,30,50,0.000179999999999958,106
33,30,49,0.000200000000000089,106
33,31,46,7.9999999999969e-05,106
32,30,50,0.000170000000000003,106
33,30,46,9.00000000000345e-05,106
32,30,47,9.9999999999989e-05,106
33,30,48,0.000190000000000023,106
33,30,46,2.99999999999745e-05,106
33,30,49,0.000269999999999992,106
33,30,45,4.000000000004e-05,106
33,30,52,0.000219999999999998,106
33,30,52,0.000140000000000029,106
33,30,47,0.000219999999999998,106
33,30,41,0,106
33,30,48,0.000229999999999952,106
33,31,50,0.000109999999999943,106
33,31,47,0.000360000000000027,106
33,30,49,0.000110000000000054,106
33,30,52,0.000600000000000045,106
33,30,47,0.000240000000000018,106
32,30,48,0.000129999999999963,106
33,30,51,0.000659999999999994,106
33,30,48,0.000210000000000043,106
33,30,46,2.99999999999745e-05,106
33,30,45,4.000000000004e-05,106
33,30,46,3.9999999999929e-05,106
33,30,50,0.000450000000000061,106
33,30,46,7.00000000000145e-05,106
33,30,48,2.000000000002e-05,106
33,30,51,0.000329999999999941,106
33,30,45,2.99999999999745e-05,106
32,30,44,1.00000000000655e-05,106
33,30,50,0.000349999999999961,106
33,30,55,0.000620000000000065,106
32,30,55,0.000979999999999981,106
33,30,48,9.9999999999989e-05,106
33,30,56,0.00051000000000001,106
33,30,48,0.000290000000000012,106
33,30,59,0.00573999999999997,106
33,30,48,0.000260000000000038,106
32,30,42,0,106
33,30,52,0.00046999999999997,106
33,30,50,0.00146000000000002,106
33,30,48,5.9999999999949e-05,106
33,30,49,0.000439999999999996,106
32,31,45,2.000000000002e-05,106
33,30,46,0.000129999999999963,106
32,30,45,9.99999999995449e-06,106
32,30,50,0.00046999999999997,106
33,30,43,0,106
33,30,47,4.99999999999945e-05,106
33,30,50,9.9999999999989e-05,106
33,30,45,2.000000000002e-05,106
33,30,51,0.000680000000000014,106
33,30,49,9.9999999999989e-05,106
32,30,51,0.000589999999999979,106
32,30,47,9.9999999999989e-05,106
33,30,49,0.000249999999999972,106
33,30,46,4.99999999999945e-05,106
32,30,52,0.000680000000000014,106
32,30,55,0.000380000000000047,106
33,30,52,0.000219999999999998,106
33,30,46,2.99999999999745e-05,106
33,30,49,0.000310000000000032,106
33,30,48,6.000000000006e-05,106
33,30,46,7.00000000000145e-05,106
33,31,53,7.9999999999969e-05,106
32,30,46,0.000120000000000009,106
33,30,48,0.000229999999999952,106
33,30,50,0.000110000000000054,106
33,30,46,4.99999999999945e-05,106
33,30,52,9.00000000000345e-05,106
32,30,50,7.9999999999969e-05,106
32,30,56,0.00417000000000001,106
32,30,58,0.00100999999999996,106
33,30,51,0.000340000000000007,106
33,30,51,0.000890000000000057,106
33,30,53,0.000829999999999997,106
32,30,47,6.000000000006e-05,106
33,30,54,0.000789999999999957,106
32,30,47,4.000000000004e-05,106
33,30,49,0.000390000000000001,106
33,30,48,0.000260000000000038,106
33,30,48,0.000269999999999992,106
33,30,58,0.00243000000000004,106
33,31,46,0.000110000000000054,106
33,30,48,2.000000000002e-05,106
33,31,54,0.000659999999999994,106
33,30,47,2.99999999999745e-05,106
33,30,46,9.99999999995449e-06,106
33,30,49,0.000129999999999963,106
32,30,50,0.000219999999999998,106
33,30,43,0,106
33,30,49,0.000410000000000021,106
33,30,51,0.000360000000000027,106
33,30,52,9.9999999999989e-05,106
33,31,48,0.000630000000000019,106
32,30,47,0.000110000000000054,106
33,31,45,2.000000000002e-05,106
33,31,47,0.000110000000000054,106
32,30,49,0.000519999999999965,106
33,30,51,0.000620000000000065,106
33,30,45,1.00000000000655e-05,106
33,30,53,0.000850000000000017,106
33,30,49,0.000430000000000041,106
33,30,47,9.00000000000345e-05,106
33,30,53,0.00109999999999999,106
33,30,47,0.000199999999999978,106
33,31,48,0.000219999999999998,106
33,30,51,0.00107999999999997,106
33,30,47,0.000260000000000038,106
33,30,47,0.000149999999999983,106
33,30,47,0.000199999999999978,106
33,30,45,2.000000000002e-05,106
33,30,50,0.000240000000000018,106
33,31,51,0.000580000000000025,106
33,30,45,6.000000000006e-05,106
32,30,47,2.000000000002e-05,106
32,30,47,9.99999999995449e-06,106
32,30,54,0.00190999999999997,106
33,30,51,0.000960000000000072,106
33,30,53,0.000390000000000001,106
33,30,52,0.00112000000000001,106
32,30,49,4.99999999999945e-05,106
33,30,45,4.000000000004e-05,106
33,30,49,0.000380000000000047,106
33,30,53,0.00109999999999999,106
33,30,49,0.00053000000000003,106
33,30,52,0.000260000000000038,106
33,30,45,2.99999999999745e-05,106
33,30,46,0.000170000000000003,106
32,30,46,0.000179999999999958,106
33,30,44,2.000000000002e-05,106
33,30,49,0.000149999999999983,106
33,30,47,0.000109999999999943,106
33,30,47,7.00000000000145e-05,106
33,30,50,0.000190000000000023,106
33,30,49,0.000260000000000038,106
33,30,48,0.000319999999999987,106
33,30,46,0.000199999999999978,106
33,30,46,2.000000000002e-05,106
33,30,48,6.000000000006e-05,106
33,30,46,4.99999999999945e-05,106
33,30,50,0.000700000000000034,106
32,30,48,5.9999999999949e-05,106
33,30,51,0.000739999999999963,106
32,30,49,9.00000000000345e-05,106
33,30,51,0.000319999999999987,106
33,30,49,8.99999999999235e-05,106
33,30,45,7.00000000000145e-05,106
33,30,45,2.000000000002e-05,106
33,30,54,0.000730000000000008,106
32,30,48,0.000190000000000023,106
33,30,46,2.99999999999745e-05,106
33,30,50,0.000349999999999961,106
33,30,56,0.00436999999999999,106
33,30,51,0.00136999999999998,106
33,31,49,0.000149999999999983,106
33,30,47,0.000170000000000003,106
33,30,50,2.99999999999745e-05,106
33,30,48,0.000129999999999963,106
33,30,48,0.000269999999999992,106
33,30,48,0.000219999999999998,106
33,30,50,0.000609999999999999,106
32,30,52,0.000870000000000037,106
33,31,52,0.000599999999999934,106
33,30,49,0.000140000000000029,106
33,30,48,0.000110000000000054,106
33,30,53,0.000650000000000039,106
33,30,48,0.000269999999999992,106
33,30,48,0.000249999999999972,106
32,30,47,4.000000000004e-05,106
33,30,48,0.000219999999999998,106
32,30,50,0.000730000000000008,106
33,30,47,0.000480000000000036,106
33,31,49,0.000219999999999998,106
33,30,45,3.00000000000855e-05,106
33,30,47,7.9999999999969e-05,106
33,30,47,1.00000000000655e-05,106
33,30,49,0.000470000000000081,106
33,30,55,0.000990000000000046,106
33,30,49,0.000170000000000003,106
33,30,51,0.000730000000000008,106
33,31,50,0.000539999999999985,106
33,30,52,0.00170999999999999,106
33,30,47,0.000139999999999918,106
32,30,45,2.99999999999745e-05,106
33,30,47,0.000110000000000054,106
33,30,50,9.00000000000345e-05,106
33,30,51,0.000500000000000056,106
32,30,55,0.00270000000000004,106
33,30,51,0.000609999999999999,106
33,30,51,0.000179999999999958,106
33,30,46,2.000000000002e-05,106
33,30,47,0.000140000000000029,106
33,30,47,0.000240000000000018,106
33,30,48,9.9999999999989e-05,106
33,30,48,0.000219999999999998,106
33,30,54,0.00170999999999999,106
33,30,49,0.000199999999999978,106
33,30,46,9.99999999995449e-06,106
33,31,50,0.000149999999999983,106
32,30,49,0.000249999999999972,106
33,30,49,0.000279999999999947,106
33,31,49,0.000319999999999987,106
33,30,49,0.000319999999999987,106
33,30,44,1.00000000000655e-05,106
33,30,46,4.000000000004e-05,106
33,30,46,8.000000000008e-05,106
33,30,54,0.000800000000000023,106
33,30,48,0.000369999999999981,106
32,30,47,2.99999999999745e-05,106
32,30,47,0.000260000000000038,106
33,30,46,0.000120000000000009,106
33,30,48,0.000290000000000012,106
32,30,51,0.000290000000000012,106
33,30,49,0.000110000000000054,106
33,30,47,7.00000000000145e-05,106
33,30,52,0.000609999999999999,106
33,30,54,0.00295000000000001,106
33,30,48,7.9999999999969e-05,106
33,30,48,0.000209999999999932,106
33,30,41,0,106
32,30,55,0.00153999999999999,106
33,30,48,0.000170000000000003,106
33,30,45,2.99999999999745e-05,106
33,30,47,2.000000000002e-05,106
33,30,52,0.000659999999999994,106
33,30,51,0.00102999999999998,106
33,30,56,0.000399999999999956,106
33,30,51,0.00263999999999998,106
32,30,48,0.000120000000000009,106
32,30,46,9.99999999995449e-06,106
33,30,47,5.9999999999949e-05,106
33,30,48,9.9999999999989e-05,106
33,31,52,0.000350000000000072,106
32,30,41,0,106
33,30,49,0.000260000000000038,106
33,30,47,2.99999999999745e-05,106
33,30,57,0.00155000000000005,106
33,30,47,7.9999999999969e-05,106
33,30,49,0.000229999999999952,106
33,30,49,0.000149999999999983,106
33,30,45,4.000000000004e-05,106
33,30,48,0.000349999999999961,106
33,31,49,0.000210000000000043,106
33,30,49,0.000259999999999927,106
32,30,46,7.9999999999969e-05,106
32,30,51,0.000600000000000045,106
33,30,48,0.000110000000000054,106
33,30,58,0.00224000000000002,106
32,30,47,0.000229999999999952,106
33,30,51,0.000149999999999983,106
33,30,46,2.99999999999745e-05,106
33,30,50,0.000599999999999934,106
33,30,47,2.99999999999745e-05,106
33,31,49,0.000460000000000016,106
33,30,46,0.000129999999999963,106
33,30,46,4.000000000004e-05,106
33,30,56,0.00177000000000005,106
32,30,54,4.99999999999945e-05,106
33,30,45,4.000000000004e-05,106
33,30,44,1.00000000000655e-05,106
33,30,49,0.000829999999999997,106
32,30,49,4.000000000004e-05,106
32,30,47,2.000000000002e-05,106
32,30,55,0.00156000000000001,106
33,30,47,0.000230000000000063,106
33,30,44,1.00000000000655e-05,106
33,30,53,0.00128000000000006,106
33,30,46,2.99999999999745e-05,106
33,30,48,0.000329999999999941,106
33,30,55,0.000499999999999945,106
33,30,49,0.000110000000000054,106
33,31,54,0.000400000000000067,106
33,30,48,9.00000000000345e-05,106
33,30,52,0.000329999999999941,106
33,30,44,2.000000000002e-05,106
33,30,49,0.000229999999999952,106
33,31,47,2.000000000002e-05,106
33,30,50,0.000140000000000029,106
33,30,42,0,106
32,30,51,0.000260000000000038,106
33,30,44,0.000110000000000054,106
33,30,48,0.000639999999999974,106
33,31,54,0.000209999999999932,106
33,30,51,0.000619999999999954,106
33,30,48,0.000419999999999976,106
33,30,50,0.000269999999999992,106
33,30,48,0.000120000000000009,106
33,30,51,0.000569999999999959,106
33,30,46,2.99999999999745e-05,106
33,30,52,0.000419999999999976,106
32,30,45,2.99999999999745e-05,106
33,30,52,0.00138000000000005,106
33,30,50,0.000569999999999959,106
33,30,49,0.000140000000000029,106
33,30,53,0.000589999999999979,106
33,30,50,0.000650000000000039,106
33,30,52,0.000369999999999981,106
33,30,50,9.00000000000345e-05,106
32,30,47,0.000349999999999961,106
33,30,49,7.00000000000145e-05,106
33,30,51,0.000780000000000003,106
33,30,53,0.00294000000000005,106
33,30,50,0.000390000000000001,106
33,30,49,0.000309999999999921,106
33,30,47,4.000000000004e-05,106
33,30,54,0.000630000000000019,106
33,30,49,9.00000000000345e-05,106
33,30,47,5.9999999999949e-05,106
32,30,45,4.000000000004e-05,106
33,30,43,0,106
33,30,44,9.99999999995449e-06,106
33,30,45,4.99999999999945e-05,106
33,30,48,9.00000000000345e-05,106
33,30,54,0.000560000000000005,106
33,30,47,7.00000000000145e-05,106
33,31,49,0.000159999999999938,106
33,30,49,0.000330000000000052,106
33,30,48,7.9999999999969e-05,106
33,30,46,0.000140000000000029,106
33,30,44,2.000000000002e-05,106
33,30,48,4.99999999999945e-05,106
33,30,51,0.000539999999999985,106
33,30,55,0.000149999999999983,106
33,30,55,0.00170000000000003,106
33,30,50,0.000160000000000049,106
33,30,48,0.000179999999999958,106
33,30,43,0,106
33,30,45,7.9999999999969e-05,106
33,30,48,4.000000000004e-05,106
33,30,46,2.000000000002e-05,106
32,30,54,0.00193999999999994,106
32,30,48,7.00000000000145e-05,106
33,31,50,0.000940000000000052,106
32,30,49,0.000539999999999985,106
33,30,50,0.000349999999999961,106
32,30,48,0.000140000000000029,106
33,30,49,0.000520000000000076,106
33,30,51,0.000229999999999952,106
33,30,46,0.000319999999999987,106
33,30,50,0.000580000000000025,106
33,30,44,9.99999999995449e-06,106
33,30,47,4.99999999999945e-05,106
33,30,51,0.00104000000000004,106
33,30,53,0.00048999999999999,106
33,30,51,0.000149999999999983,106
33,30,51,0.000269999999999992,106
33,30,48,7.9999999999969e-05,106
33,30,52,0.000379999999999936,106
33,30,55,0.000900000000000012,106
33,30,48,0.000160000000000049,106
32,30,50,9.00000000000345e-05,106
33,30,48,0.000120000000000009,106
32,30,48,0.000190000000000023,106
33,30,48,0.000120000000000009,106
32,30,50,0.000979999999999981,106
33,30,49,9.9999999999989e-05,106
33,30,47,0.000120000000000009,106
33,30,47,2.000000000002e-05,106
33,30,53,0.000260000000000038,106
33,30,48,0.00055000000000005,106
32,30,50,0.000709999999999988,106
33,30,49,0.000209999999999932,106
33,30,48,0.000129999999999963,106
33,30,46,7.9999999999969e-05,106
33,30,50,0.000109999999999943,106
33,30,47,4.000000000004e-05,106
33,30,44,2.99999999999745e-05,106
33,30,52,0.000780000000000003,106
33,31,47,0.000120000000000009,106
33,30,47,0.000120000000000009,106
33,30,50,0.00104000000000004,106
33,30,47,7.00000000000145e-05,106
33,30,56,0.000299999999999967,106
33,30,50,0.000439999999999996,106
33,30,50,0.000299999999999967,107
33,30,44,2.000000000002e-05,107
32,30,55,0.00183,107
33,31,49,0.000230000000000063,107
33,30,48,2.000000000002e-05,107
33,30,53,0.00055000000000005,107
33,30,52,0.000190000000000023,107
33,30,47,6.000000000006e-05,107
33,30,49,0.000160000000000049,107
33,30,48,9.9999999999989e-05,107
33,30,45,0.000149999999999983,107
33,30,53,0.00148000000000004,107
33,30,46,9.00000000000345e-05,107
33,30,49,0.000290000000000012,107
33,30,51,0.000179999999999958,107
32,30,49,0.000430000000000041,107
33,30,50,0.00109000000000004,107
33,30,47,9.9999999999989e-05,107
33,30,45,2.000000000002e-05,107
33,30,52,0.000639999999999974,107
33,31,57,0.000519999999999965,107
33,30,47,0.000120000000000009,107
33,30,53,0.000349999999999961,107
33,30,45,2.99999999999745e-05,107
33,30,49,0.000460000000000016,107
33,30,41,0,107
33,30,51,0.00116000000000005,107
33,30,47,0.000190000000000023,107
33,30,47,0.000120000000000009,107
32,30,54,0.00297000000000003,107
33,30,46,7.00000000000145e-05,107
33,31,49,0.000160000000000049,107
33,30,45,4.99999999999945e-05,107
33,31,45,4.000000000004e-05,107
33,30,51,0.00287999999999999,107
33,30,47,4.000000000004e-05,107
33,30,48,0.000129999999999963,107
33,30,48,0.000120000000000009,107
33,30,47,2.99999999999745e-05,107
33,30,49,0.000110000000000054,107
33,30,50,0.000170000000000003,107
32,30,54,0.000900000000000012,107
33,30,50,0.000260000000000038,107
33,30,46,4.000000000004e-05,107
33,30,45,0.000109999999999943,107
33,30,55,0.00148000000000004,107
33,30,46,2.99999999999745e-05,107
33,30,49,0.000120000000000009,107
33,30,51,0.000269999999999992,107
33,30,48,2.000000000002e-05,107
33,30,51,0.000280000000000058,107
33,30,52,0.00374000000000008,107
33,30,55,0.00101000000000007,107
33,31,46,0.000130000000000075,107
33,30,48,2.99999999999745e-05,107
33,30,50,4.000000000004e-05,107
33,31,46,6.000000000006e-05,107
33,30,49,0.000129999999999963,107
33,30,54,0.00114000000000003,107
33,30,48,0.000430000000000041,107
33,30,48,0.000219999999999998,107
33,30,49,0.000249999999999972,107
33,30,50,0.000759999999999983,107
33,30,49,0.000260000000000038,107
33,30,50,5.9999999999949e-05,107
32,30,45,4.99999999999945e-05,107
33,30,47,9.9999999999989e-05,107
33,30,48,9.9999999999989e-05,107
32,30,52,0.00112999999999996,107
33,30,47,9.00000000000345e-05,107
33,30,50,0.000229999999999952,107
32,30,51,0.000140000000000029,107
33,30,49,0.000179999999999958,107
33,30,50,0.000709999999999988,107
33,30,49,0.000430000000000041,107
33,30,50,0.000190000000000023,107
33,30,53,0.00241000000000002,107
33,30,51,0.000280000000000058,107
33,30,46,0.000160000000000049,107
33,30,51,0.000360000000000027,107
33,30,44,1.00000000000655e-05,107
33,30,48,0.000340000000000007,107
33,30,51,0.00105,107
33,30,47,0.000160000000000049,107
33,30,48,0.000120000000000009,107
33,31,50,0.000120000000000009,107
33,30,45,2.99999999999745e-05,107
33,30,51,0.000340000000000007,107
33,30,49,9.9999999999989e-05,107
33,30,48,1.00000000000655e-05,107
33,30,47,4.000000000004e-05,107
33,31,54,0.000399999999999956,107
33,30,53,0.00048999999999999,107
32,30,43,0,107
33,30,42,0,107
33,30,45,9.99999999995449e-06,107
33,30,50,0.000179999999999958,107
33,30,52,0.00256000000000001,107
33,30,50,0.000290000000000012,107
33,30,45,9.99999999995449e-06,107
33,30,47,0.000369999999999981,107
33,30,53,0.000680000000000014,107
33,30,60,0.000770000000000048,107
33,30,47,0.000330000000000052,107
33,30,46,9.00000000000345e-05,107
33,30,58,0.000539999999999985,107
33,30,49,0.000229999999999952,107
33,30,52,0.000870000000000037,107
33,30,49,0.000149999999999983,107
33,30,53,0.00219000000000003,107
33,30,48,0.000450000000000061,107
32,30,54,0.000879999999999992,107
33,30,49,0.000659999999999994,107
33,30,49,0.00051000000000001,107
33,30,51,0.000349999999999961,107
33,30,48,0.000210000000000043,107
33,31,50,0.000130000000000075,107
33,31,49,0.000399999999999956,107
33,30,51,0.000499999999999945,107
33,30,60,6.000000000006e-05,107
33,30,56,0.00245000000000006,107
33,30,53,0.00224999999999997,107
32,30,49,0.000120000000000009,107
33,30,51,0.000839999999999952,107
33,31,48,2.000000000002e-05,107
33,30,48,2.99999999999745e-05,107
33,31,55,0.00048999999999999,107
32,30,54,0.000910000000000077,107
33,30,48,7.00000000000145e-05,107
33,30,56,0.00265000000000004,107
33,30,45,9.00000000000345e-05,107
33,30,52,0.00243000000000004,107
33,30,52,0.000340000000000007,107
33,30,49,0.000430000000000041,107
33,30,46,5.9999999999949e-05,107
33,30,51,0.000709999999999988,107
33,30,47,0.000190000000000023,107
33,30,52,0.000639999999999974,107
33,30,51,0.000199999999999978,107
33,30,50,0.00048999999999999,107
33,30,55,0.00162000000000007,107
33,30,44,2.99999999999745e-05,107
33,30,49,0.000769999999999937,107
33,30,45,2.99999999999745e-05,107
32,30,45,4.000000000004e-05,107
33,31,45,1.00000000000655e-05,107
33,30,49,4.000000000004e-05,107
32,30,47,0.000170000000000003,107
33,30,45,2.000000000002e-05,107
33,31,56,0.00112000000000001,107
33,30,49,0.000430000000000041,107
33,30,47,0.000180000000000069,107
33,30,47,6.000000000006e-05,107
33,30,44,1.00000000000655e-05,107
33,30,46,4.000000000004e-05,107
33,31,48,0.000730000000000008,107
33,31,50,0.000129999999999963,107
33,30,55,0.00165999999999999,107
33,30,45,2.000000000002e-05,107
33,30,53,0.00212999999999997,107
32,30,52,0.000870000000000037,107
33,30,50,0.000319999999999987,107
33,30,56,0.00151999999999997,107
33,30,50,0.000149999999999983,107
32,30,43,0,107
33,30,51,0.000349999999999961,107
33,30,48,0.000170000000000003,107
33,30,51,0.000639999999999974,107
33,30,48,0.000390000000000001,107
34,31,51,0.000149999999999983,107
33,30,46,4.000000000004e-05,107
32,30,46,5.9999999999949e-05,107
33,30,49,0.000149999999999983,107
33,30,51,0.00044999999999995,107
33,31,48,0.000129999999999963,107
33,30,48,0.000369999999999981,107
33,30,46,4.99999999999945e-05,107
33,30,52,0.00053000000000003,107
33,30,49,0.00044999999999995,107
33,30,50,0.000829999999999997,107
33,30,48,0.000249999999999972,107
33,30,54,0.000210000000000043,107
32,30,54,5.9999999999949e-05,107
33,30,52,0.000299999999999967,107
33,31,53,0.000190000000000023,107
33,30,53,0.00239999999999996,107
34,31,52,0.00200999999999996,107
33,31,45,2.000000000002e-05,107
33,30,52,0.000979999999999981,107
33,30,51,0.000480000000000036,107
33,30,53,0.000229999999999952,107
33,31,48,7.00000000000145e-05,107
33,30,47,0.000109999999999943,107
33,30,49,9.9999999999989e-05,107
33,30,49,0.000519999999999965,107
32,30,54,0.000990000000000046,107
33,30,51,0.00166999999999995,107
33,30,61,0.00368000000000002,107
33,30,54,0.000159999999999938,107
33,30,49,0.000330000000000052,107
33,30,55,0.00102000000000002,107
33,30,50,2.99999999999745e-05,107
33,30,50,0.000399999999999956,107
33,30,49,0.000109999999999943,107
33,30,42,0,107
33,31,48,0.000670000000000059,107
33,31,47,0.000110000000000054,107
33,30,50,0.000149999999999983,107
33,30,48,7.00000000000145e-05,107
33,30,48,0.000110000000000054,107
33,30,48,4.000000000004e-05,107
33,31,50,0.000460000000000016,107
32,30,51,0.000890000000000057,107
33,30,51,0.000979999999999981,107
33,30,43,0,107
33,30,46,4.99999999999945e-05,107
33,30,49,0.000110000000000054,107
33,30,52,0.000480000000000036,107
33,30,47,0.000120000000000009,107
33,30,49,2.99999999999745e-05,107
33,31,47,0.000110000000000054,107
33,30,50,0.000689999999999968,107
33,30,58,0.00817999999999997,107
33,30,49,0.000360000000000027,107
33,30,44,2.99999999999745e-05,107
